DZCode,DataZoneArea,ClosestED,RouteLength_km,Population
N20001455,Benbradagh_C2,Altnagelvin,15.42,334
N20001456,Benbradagh_C3,Altnagelvin,15.02,605
N20001457,Benbradagh_B2,Causeway Area Hospital,26.45,479
N20001458,Benbradagh_D1,Altnagelvin,20.29,514
N20001459,Benbradagh_B3,Causeway Area Hospital,24.01,872
N20001460,Benbradagh_D2,Altnagelvin,13.33,390
N20001461,Benbradagh_D3,Altnagelvin,24.86,534
N20001462,Benbradagh_D4,Altnagelvin,19.68,640
N20001463,Benbradagh_D5,Altnagelvin,24.77,322
N20001464,Benbradagh_E1,Causeway Area Hospital,31.01,497
N20001465,Benbradagh_D6,Altnagelvin,19.43,575
N20001466,Benbradagh_G1,Causeway Area Hospital,25.25,801
N20001467,Benbradagh_E2,Altnagelvin,29.99,315
N20001468,Benbradagh_E3,Altnagelvin,31.26,688
N20001469,Benbradagh_F1,Altnagelvin,27.41,673
N20001470,Benbradagh_F2,Altnagelvin,27.88,333
N20001471,Benbradagh_F3,Altnagelvin,27.61,358
N20001472,Benbradagh_E4,Altnagelvin,18.76,455
N20001473,Benbradagh_F4,Altnagelvin,27.77,644
N20001474,Benbradagh_F5,Altnagelvin,27.50,325
N20001475,Benbradagh_F6,Altnagelvin,28.28,521
N20001476,Benbradagh_F7,Altnagelvin,28.57,492
N20001477,Benbradagh_E5,Altnagelvin,22.68,651
N20001478,Benbradagh_G2,Altnagelvin,33.03,626
N20001479,Benbradagh_E6,Altnagelvin,21.90,702
N20001480,Benbradagh_G3,Altnagelvin,26.69,440
N20001481,Limavady_A1,Causeway Area Hospital,21.16,"1,020"
N20001482,Limavady_A2,Causeway Area Hospital,18.88,714
N20001483,Limavady_A3,Causeway Area Hospital,22.18,393
N20001484,Limavady_A4,Altnagelvin,26.98,733
N20001485,Limavady_F1,Causeway Area Hospital,15.64,460
N20001486,Limavady_B1,Causeway Area Hospital,21.94,417
N20001487,Limavady_C1,Causeway Area Hospital,21.79,395
N20001488,Limavady_B2,Causeway Area Hospital,22.44,190
N20001489,Limavady_C2,Causeway Area Hospital,21.30,671
N20001490,Limavady_B3,Causeway Area Hospital,22.57,354
N20001491,Limavady_D1,Causeway Area Hospital,20.95,673
N20001492,Limavady_D2,Causeway Area Hospital,20.55,418
N20001493,Limavady_B4,Causeway Area Hospital,22.90,267
N20001494,Limavady_C3,Causeway Area Hospital,21.88,451
N20001495,Limavady_E1,Causeway Area Hospital,22.13,273
N20001496,Limavady_E2,Causeway Area Hospital,22.65,260
N20001497,Limavady_D3,Causeway Area Hospital,21.27,556
N20001498,Limavady_E3,Causeway Area Hospital,22.59,473
N20001499,Limavady_C4,Causeway Area Hospital,21.59,307
N20001500,Limavady_E4,Causeway Area Hospital,22.42,221
N20001501,Limavady_D4,Causeway Area Hospital,20.98,697
N20001502,Limavady_C5,Causeway Area Hospital,21.53,444
N20001503,Limavady_D5,Causeway Area Hospital,21.43,424
N20001504,Limavady_E5,Causeway Area Hospital,22.12,557
N20001505,Limavady_G1,Causeway Area Hospital,22.16,558
N20001506,Limavady_D6,Causeway Area Hospital,21.18,465
N20001507,Limavady_E6,Causeway Area Hospital,22.86,513
N20001508,Limavady_G2,Causeway Area Hospital,22.38,730
N20001509,Limavady_E7,Causeway Area Hospital,22.83,442
N20001510,Limavady_G3,Causeway Area Hospital,22.52,520
N20001511,Limavady_F2,Causeway Area Hospital,19.66,626
N20001512,Limavady_F3,Causeway Area Hospital,24.18,456
N20001513,Limavady_F4,Causeway Area Hospital,25.06,553
N20001514,Bann_A1,Causeway Area Hospital,11.54,719
N20001515,Bann_A2,Causeway Area Hospital,11.79,436
N20001516,Bann_B1,Causeway Area Hospital,8.18,635
N20001517,Bann_B2,Causeway Area Hospital,12.06,337
N20001518,Bann_B3,Causeway Area Hospital,4.98,858
N20001519,Bann_B4,Causeway Area Hospital,7.96,303
N20001520,Bann_B5,Causeway Area Hospital,11.85,650
N20001521,Bann_C1,Causeway Area Hospital,4.74,541
N20001522,Bann_C2,Causeway Area Hospital,6.93,349
N20001523,Bann_C3,Causeway Area Hospital,7.96,424
N20001524,Bann_C4,Causeway Area Hospital,2.55,517
N20001525,Bann_C5,Causeway Area Hospital,9.49,571
N20001526,Bann_D1,Causeway Area Hospital,5.50,471
N20001527,Bann_D2,Causeway Area Hospital,9.75,661
N20001528,Bann_D3,Causeway Area Hospital,9.67,664
N20001529,Bann_D4,Causeway Area Hospital,11.61,407
N20001530,Bann_E1,Causeway Area Hospital,14.35,748
N20001531,Bann_D5,Causeway Area Hospital,13.84,313
N20001532,Bann_D6,Causeway Area Hospital,14.83,592
N20001533,Bann_E2,Causeway Area Hospital,16.76,381
N20001534,Bann_D7,Causeway Area Hospital,17.19,421
N20001535,Bann_F1,Causeway Area Hospital,17.08,289
N20001536,Bann_F2,Causeway Area Hospital,18.05,379
N20001537,Bann_F3,Causeway Area Hospital,18.15,584
N20001538,Bann_G1,Causeway Area Hospital,22.30,553
N20001539,Bann_E3,Causeway Area Hospital,21.17,734
N20001540,Bann_H1,Causeway Area Hospital,23.39,537
N20001541,Bann_H2,Causeway Area Hospital,24.02,447
N20001542,Bann_G2,Causeway Area Hospital,20.99,882
N20001543,Bann_H3,Causeway Area Hospital,24.05,710
N20001544,Bann_G3,Causeway Area Hospital,23.15,592
N20001545,Bann_G4,Causeway Area Hospital,25.49,493
N20001546,Bann_G5,Causeway Area Hospital,23.95,337
N20001547,Coleraine_A1,Causeway Area Hospital,3.98,774
N20001548,Coleraine_B1,Causeway Area Hospital,4.13,724
N20001549,Coleraine_B2,Causeway Area Hospital,4.21,461
N20001550,Coleraine_A2,Causeway Area Hospital,3.52,473
N20001551,Coleraine_A3,Causeway Area Hospital,3.67,336
N20001552,Coleraine_C1,Causeway Area Hospital,3.22,447
N20001553,Coleraine_A4,Causeway Area Hospital,2.65,761
N20001554,Coleraine_A5,Causeway Area Hospital,2.93,483
N20001555,Coleraine_B3,Causeway Area Hospital,3.05,496
N20001556,Coleraine_C2,Causeway Area Hospital,2.51,297
N20001557,Coleraine_C3,Causeway Area Hospital,2.32,618
N20001558,Coleraine_B4,Causeway Area Hospital,2.71,541
N20001559,Coleraine_C4,Causeway Area Hospital,1.93,431
N20001560,Coleraine_B5,Causeway Area Hospital,3.29,508
N20001561,Coleraine_E1,Causeway Area Hospital,2.00,478
N20001562,Coleraine_D1,Causeway Area Hospital,2.36,358
N20001563,Coleraine_C5,Causeway Area Hospital,1.94,519
N20001564,Coleraine_E2,Causeway Area Hospital,2.18,411
N20001565,Coleraine_E3,Causeway Area Hospital,1.94,439
N20001566,Coleraine_C6,Causeway Area Hospital,1.67,312
N20001567,Coleraine_D2,Causeway Area Hospital,2.14,464
N20001568,Coleraine_F1,Causeway Area Hospital,2.48,459
N20001569,Coleraine_F2,Causeway Area Hospital,3.47,375
N20001570,Coleraine_D3,Causeway Area Hospital,1.49,466
N20001571,Coleraine_G1,Causeway Area Hospital,1.81,185
N20001572,Coleraine_E4,Causeway Area Hospital,2.20,549
N20001573,Coleraine_F3,Causeway Area Hospital,3.16,512
N20001574,Coleraine_G2,Causeway Area Hospital,2.06,607
N20001575,Coleraine_G3,Causeway Area Hospital,1.95,435
N20001576,Coleraine_G4,Causeway Area Hospital,1.43,401
N20001577,Coleraine_H1,Causeway Area Hospital,0.71,276
N20001578,Coleraine_G5,Causeway Area Hospital,1.70,299
N20001579,Coleraine_G6,Causeway Area Hospital,2.39,261
N20001580,Coleraine_F4,Causeway Area Hospital,2.65,545
N20001581,Coleraine_F5,Causeway Area Hospital,2.20,457
N20001582,Coleraine_H2,Causeway Area Hospital,0.61,470
N20001583,Coleraine_J1,Causeway Area Hospital,2.38,452
N20001584,Coleraine_J2,Causeway Area Hospital,1.57,367
N20001585,Coleraine_K1,Causeway Area Hospital,0.62,528
N20001586,Coleraine_H3,Causeway Area Hospital,1.17,435
N20001587,Coleraine_K2,Causeway Area Hospital,1.11,709
N20001588,Coleraine_J3,Causeway Area Hospital,2.21,377
N20001589,Coleraine_J4,Causeway Area Hospital,2.38,629
N20001590,Coleraine_H4,Causeway Area Hospital,1.00,473
N20001591,Coleraine_H5,Causeway Area Hospital,1.60,596
N20001592,Coleraine_J5,Causeway Area Hospital,2.59,422
N20001593,Coleraine_J6,Causeway Area Hospital,2.54,546
N20001594,Coleraine_H6,Causeway Area Hospital,1.49,527
N20001595,Coleraine_K3,Causeway Area Hospital,1.72,324
N20001596,Coleraine_K4,Causeway Area Hospital,2.56,608
N20001597,Causeway_A1,Causeway Area Hospital,19.35,715
N20001598,Causeway_A2,Causeway Area Hospital,15.01,325
N20001599,Causeway_B1,Causeway Area Hospital,9.39,373
N20001600,Causeway_C1,Causeway Area Hospital,14.03,303
N20001601,Causeway_C2,Causeway Area Hospital,13.63,356
N20001602,Causeway_J1,Causeway Area Hospital,15.23,353
N20001603,Causeway_B2,Causeway Area Hospital,9.75,373
N20001604,Causeway_B3,Causeway Area Hospital,10.06,539
N20001605,Causeway_C3,Causeway Area Hospital,14.19,339
N20001606,Causeway_C4,Causeway Area Hospital,14.34,249
N20001607,Causeway_D1,Causeway Area Hospital,9.47,447
N20001608,Causeway_D2,Causeway Area Hospital,9.60,318
N20001609,Causeway_E1,Causeway Area Hospital,9.12,338
N20001610,Causeway_D3,Causeway Area Hospital,9.02,535
N20001611,Causeway_E2,Causeway Area Hospital,8.96,529
N20001612,Causeway_D4,Causeway Area Hospital,8.68,482
N20001613,Causeway_E3,Causeway Area Hospital,8.86,565
N20001614,Causeway_E4,Causeway Area Hospital,8.50,487
N20001615,Causeway_E5,Causeway Area Hospital,9.09,666
N20001616,Causeway_F1,Causeway Area Hospital,9.54,560
N20001617,Causeway_J2,Causeway Area Hospital,10.38,493
N20001618,Causeway_E6,Causeway Area Hospital,9.36,496
N20001619,Causeway_A3,Causeway Area Hospital,18.37,388
N20001620,Causeway_F2,Causeway Area Hospital,8.84,363
N20001621,Causeway_G1,Causeway Area Hospital,9.01,470
N20001622,Causeway_G2,Causeway Area Hospital,8.83,435
N20001623,Causeway_F3,Causeway Area Hospital,8.22,473
N20001624,Causeway_F4,Causeway Area Hospital,8.61,423
N20001625,Causeway_F5,Causeway Area Hospital,8.04,250
N20001626,Causeway_G3,Causeway Area Hospital,8.39,460
N20001627,Causeway_K1,Causeway Area Hospital,9.22,639
N20001628,Causeway_H1,Causeway Area Hospital,9.12,288
N20001629,Causeway_G4,Causeway Area Hospital,8.08,291
N20001630,Causeway_G5,Causeway Area Hospital,7.76,463
N20001631,Causeway_H2,Causeway Area Hospital,7.75,466
N20001632,Causeway_H3,Causeway Area Hospital,8.68,632
N20001633,Causeway_G6,Causeway Area Hospital,7.48,534
N20001634,Causeway_K2,Causeway Area Hospital,6.33,620
N20001635,Causeway_H4,Causeway Area Hospital,7.21,608
N20001636,Causeway_J3,Causeway Area Hospital,14.57,507
N20001637,Causeway_H5,Causeway Area Hospital,7.37,489
N20001638,Causeway_H6,Causeway Area Hospital,6.84,651
N20001639,Causeway_L1,Causeway Area Hospital,17.29,556
N20001640,Causeway_K3,Causeway Area Hospital,5.11,471
N20001641,Causeway_J4,Causeway Area Hospital,8.83,279
N20001642,Causeway_L2,Causeway Area Hospital,14.83,496
N20001643,Causeway_J5,Causeway Area Hospital,14.97,367
N20001644,Causeway_K4,Causeway Area Hospital,6.18,717
N20001645,Causeway_L3,Causeway Area Hospital,16.50,532
N20001646,Causeway_L4,Causeway Area Hospital,15.70,288
N20001647,Causeway_K5,Causeway Area Hospital,3.01,537
N20001648,Causeway_L5,Causeway Area Hospital,12.80,299
N20001649,Causeway_L6,Causeway Area Hospital,16.85,354
N20001650,Causeway_L7,Causeway Area Hospital,13.82,360
N20000014,Dunsilly_D3,Causeway Area Hospital,41.28,506
N20001652,The_Glens_C1,Causeway Area Hospital,30.29,505
N20001653,The_Glens_A1,Causeway Area Hospital,30.85,640
N20001654,The_Glens_A2,Causeway Area Hospital,30.64,252
N20001655,The_Glens_A3,Causeway Area Hospital,30.60,579
N20001656,The_Glens_A4,Causeway Area Hospital,29.34,778
N20001657,The_Glens_B2,Causeway Area Hospital,29.59,332
N20001658,The_Glens_C2,Causeway Area Hospital,23.76,567
N20001659,The_Glens_B3,Causeway Area Hospital,30.28,361
N20001660,The_Glens_A5,Causeway Area Hospital,28.53,906
N20001661,The_Glens_B4,Causeway Area Hospital,29.23,334
N20001662,The_Glens_B5,Causeway Area Hospital,28.74,463
N20001663,The_Glens_B6,Causeway Area Hospital,28.43,607
N20001664,The_Glens_B7,Causeway Area Hospital,28.01,376
N20001665,The_Glens_C3,Causeway Area Hospital,37.00,558
N20001666,The_Glens_C4,Causeway Area Hospital,24.43,520
N20001667,The_Glens_E1,Causeway Area Hospital,44.85,428
N20001668,The_Glens_C5,Causeway Area Hospital,31.39,639
N20001669,The_Glens_D1,Causeway Area Hospital,21.22,481
N20001670,The_Glens_D2,Causeway Area Hospital,22.87,365
N20001671,The_Glens_D3,Causeway Area Hospital,24.10,422
N20001672,The_Glens_D4,Causeway Area Hospital,20.85,614
N20001673,The_Glens_E2,Causeway Area Hospital,49.02,588
N20001674,The_Glens_F1,Causeway Area Hospital,20.61,633
N20001675,The_Glens_E3,Causeway Area Hospital,39.62,599
N20001676,The_Glens_F2,Causeway Area Hospital,22.46,551
N20001677,The_Glens_E4,Causeway Area Hospital,44.88,307
N20001678,The_Glens_F3,Causeway Area Hospital,32.29,583
N20001679,The_Glens_G1,Causeway Area Hospital,45.56,366
N20001680,The_Glens_G2,Causeway Area Hospital,45.48,562
N20001681,The_Glens_F4,Causeway Area Hospital,25.47,521
N20001682,The_Glens_G3,Antrim Area Hospital,45.74,375
N20001683,The_Glens_F5,Causeway Area Hospital,29.62,801
N20001684,The_Glens_G4,Antrim Area Hospital,42.77,724
N20001685,Ballymoney_A1,Causeway Area Hospital,11.38,645
N20001686,Ballymoney_C1,Causeway Area Hospital,9.42,645
N20001687,Ballymoney_B1,Causeway Area Hospital,10.58,557
N20001688,Ballymoney_B2,Causeway Area Hospital,10.88,419
N20001689,Ballymoney_C2,Causeway Area Hospital,10.77,629
N20001690,Ballymoney_B3,Causeway Area Hospital,11.43,350
N20001691,Ballymoney_C3,Causeway Area Hospital,9.81,418
N20001692,Ballymoney_B4,Causeway Area Hospital,11.54,638
N20001693,Ballymoney_D1,Causeway Area Hospital,10.99,596
N20001694,Ballymoney_D2,Causeway Area Hospital,10.85,303
N20001695,Ballymoney_B5,Causeway Area Hospital,11.37,411
N20001696,Ballymoney_E1,Causeway Area Hospital,12.05,525
N20001697,Ballymoney_E2,Causeway Area Hospital,11.73,482
N20001698,Ballymoney_D3,Causeway Area Hospital,10.86,437
N20001699,Ballymoney_C4,Causeway Area Hospital,11.11,517
N20001700,Ballymoney_D4,Causeway Area Hospital,10.81,376
N20001701,Ballymoney_E3,Causeway Area Hospital,12.48,395
N20001702,Ballymoney_F1,Causeway Area Hospital,11.25,780
N20001703,Ballymoney_D5,Causeway Area Hospital,11.18,216
N20001704,Ballymoney_E4,Causeway Area Hospital,11.92,312
N20001705,Ballymoney_A2,Causeway Area Hospital,9.24,455
N20000015,Dunsilly_C2,Causeway Area Hospital,12.32,586
N20001707,Ballymoney_A3,Causeway Area Hospital,10.48,417
N20001708,Ballymoney_A4,Causeway Area Hospital,11.94,520
N20001709,Ballymoney_F2,Causeway Area Hospital,11.69,488
N20001710,Ballymoney_F3,Causeway Area Hospital,12.04,743
N20001711,Ballymoney_F4,Causeway Area Hospital,11.97,337
N20001712,Ballymoney_H1,Causeway Area Hospital,15.11,460
N20001713,Ballymoney_A5,Causeway Area Hospital,12.57,554
N20001714,Ballymoney_K1,Causeway Area Hospital,14.52,413
N20001715,Ballymoney_G1,Causeway Area Hospital,24.52,842
N20001716,Ballymoney_G2,Causeway Area Hospital,18.90,883
N20001717,Ballymoney_K2,Causeway Area Hospital,13.34,284
N20001718,Ballymoney_H2,Causeway Area Hospital,23.27,311
N20001719,Ballymoney_H3,Causeway Area Hospital,22.67,562
N20001720,Ballymoney_K3,Causeway Area Hospital,21.21,751
N20001721,Ballymoney_J1,Causeway Area Hospital,25.41,561
N20001722,Ballymoney_H4,Causeway Area Hospital,21.59,775
N20001723,Ballymoney_J2,Causeway Area Hospital,25.79,675
N20001724,Ballymoney_H5,Causeway Area Hospital,23.75,554
N20001725,Ballymoney_H6,Causeway Area Hospital,25.24,576
N20001726,Ballymoney_K4,Causeway Area Hospital,19.89,616
N20001727,Ballymoney_K5,Causeway Area Hospital,22.19,585
N20001728,Ballymoney_L1,Causeway Area Hospital,23.82,341
N20001729,Ballymoney_L2,Causeway Area Hospital,23.99,741
N20001730,Ballymoney_L3,Causeway Area Hospital,27.23,289
N20001731,Ballymoney_K6,Causeway Area Hospital,27.08,663
N20001732,The_Moor_H1,Altnagelvin,6.14,506
N20001733,The_Moor_H2,Altnagelvin,6.02,803
N20001734,The_Moor_A1,Altnagelvin,4.71,488
N20001735,The_Moor_B1,Altnagelvin,4.37,427
N20001736,The_Moor_A2,Altnagelvin,5.48,569
N20001737,The_Moor_B2,Altnagelvin,4.84,295
N20001738,The_Moor_B3,Altnagelvin,4.25,442
N20001739,The_Moor_A3,Altnagelvin,5.12,608
N20001740,The_Moor_B4,Altnagelvin,4.55,477
N20001741,The_Moor_C1,Altnagelvin,4.10,352
N20001742,The_Moor_A4,Altnagelvin,5.45,510
N20001743,The_Moor_C2,Altnagelvin,4.13,240
N20001744,The_Moor_A5,Altnagelvin,5.63,387
N20001745,The_Moor_C3,Altnagelvin,3.80,349
N20001746,The_Moor_B5,Altnagelvin,3.82,345
N20001747,The_Moor_B6,Altnagelvin,4.83,481
N20001748,The_Moor_B7,Altnagelvin,4.59,453
N20001749,The_Moor_D1,Altnagelvin,5.81,318
N20001750,The_Moor_C4,Altnagelvin,3.42,209
N20001751,The_Moor_F1,Altnagelvin,4.73,501
N20001752,The_Moor_D2,Altnagelvin,5.88,463
N20001753,The_Moor_E1,Altnagelvin,5.26,676
N20001754,The_Moor_G1,Altnagelvin,3.27,291
N20001755,The_Moor_D3,Altnagelvin,5.67,494
N20001756,The_Moor_G2,Altnagelvin,2.73,324
N20001757,The_Moor_D4,Altnagelvin,5.52,694
N20001758,The_Moor_F2,Altnagelvin,3.19,445
N20001759,The_Moor_F3,Altnagelvin,4.53,443
N20001760,The_Moor_D5,Altnagelvin,5.24,472
N20001761,The_Moor_G3,Altnagelvin,3.18,536
N20001762,The_Moor_E2,Altnagelvin,4.41,889
N20001763,The_Moor_D6,Altnagelvin,5.27,480
N20001764,The_Moor_G4,Altnagelvin,3.01,584
N20001765,The_Moor_F4,Altnagelvin,3.53,475
N20001766,The_Moor_F5,Altnagelvin,3.78,363
N20001767,The_Moor_H3,Altnagelvin,7.35,737
N20001768,Foyleside_A1,Altnagelvin,8.46,363
N20001769,Foyleside_A2,Altnagelvin,6.92,920
N20001770,Foyleside_A3,Altnagelvin,6.81,580
N20001771,Foyleside_B1,Altnagelvin,5.65,596
N20001772,Foyleside_B2,Altnagelvin,6.17,480
N20001773,Foyleside_A4,Altnagelvin,6.69,489
N20001774,Foyleside_A5,Altnagelvin,6.24,604
N20001775,Foyleside_D1,Altnagelvin,6.43,302
N20001776,Foyleside_E1,Altnagelvin,6.38,520
N20001777,Foyleside_B3,Altnagelvin,5.65,560
N20001778,Foyleside_E2,Altnagelvin,6.53,531
N20001779,Foyleside_C1,Altnagelvin,6.23,590
N20001780,Foyleside_C2,Altnagelvin,6.24,647
N20001781,Foyleside_B4,Altnagelvin,5.93,481
N20001782,Foyleside_C3,Altnagelvin,6.23,624
N20001783,Foyleside_E3,Altnagelvin,5.96,415
N20001784,Foyleside_D2,Altnagelvin,5.33,554
N20001785,Foyleside_E4,Altnagelvin,6.47,561
N20001786,Foyleside_C4,Altnagelvin,6.22,559
N20001787,Foyleside_D3,Altnagelvin,5.53,360
N20001788,Foyleside_E5,Altnagelvin,5.69,708
N20001789,Foyleside_F1,Altnagelvin,5.07,398
N20001790,Foyleside_D4,Altnagelvin,5.23,730
N20001791,Foyleside_D5,Altnagelvin,5.36,561
N20001792,Foyleside_E6,Altnagelvin,5.54,632
N20001793,Foyleside_D6,Altnagelvin,5.15,282
N20001794,Foyleside_D7,Altnagelvin,5.12,314
N20001795,Foyleside_G1,Altnagelvin,4.62,515
N20001796,Foyleside_G2,Altnagelvin,5.14,529
N20001797,Foyleside_F2,Altnagelvin,4.37,328
N20001798,Foyleside_F3,Altnagelvin,4.56,251
N20001799,Foyleside_G3,Altnagelvin,4.54,635
N20001800,Foyleside_G4,Altnagelvin,4.34,384
N20001801,Foyleside_F4,Altnagelvin,3.92,301
N20001802,Foyleside_F5,Altnagelvin,4.05,266
N20001803,Ballyarnett_A1,Altnagelvin,10.57,637
N20001804,Ballyarnett_A2,Altnagelvin,9.63,482
N20001805,Ballyarnett_A3,Altnagelvin,9.56,729
N20001806,Ballyarnett_C1,Altnagelvin,9.12,763
N20001807,Ballyarnett_A4,Altnagelvin,9.04,624
N20001808,Ballyarnett_D1,Altnagelvin,11.13,199
N20001809,Ballyarnett_D2,Altnagelvin,11.49,627
N20001810,Ballyarnett_D3,Altnagelvin,11.42,610
N20001811,Ballyarnett_B1,Altnagelvin,10.42,688
N20001812,Ballyarnett_C2,Altnagelvin,11.10,707
N20001813,Ballyarnett_B2,Altnagelvin,9.75,580
N20001814,Ballyarnett_D4,Altnagelvin,11.00,582
N20001815,Ballyarnett_B3,Altnagelvin,9.86,580
N20001816,Ballyarnett_D5,Altnagelvin,7.26,570
N20001817,Ballyarnett_B4,Altnagelvin,10.03,437
N20001818,Ballyarnett_E1,Altnagelvin,8.84,406
N20001819,Ballyarnett_F1,Altnagelvin,7.26,578
N20001820,Ballyarnett_J1,Altnagelvin,8.53,624
N20001821,Ballyarnett_E2,Altnagelvin,9.86,501
N20001822,Ballyarnett_G1,Altnagelvin,7.66,528
N20001823,Ballyarnett_E3,Altnagelvin,8.60,435
N20001824,Ballyarnett_H1,Altnagelvin,6.93,609
N20001825,Ballyarnett_H2,Altnagelvin,6.68,349
N20001826,Ballyarnett_D6,Altnagelvin,6.79,456
N20001827,Ballyarnett_F2,Altnagelvin,7.47,546
N20001828,Ballyarnett_F3,Altnagelvin,7.43,445
N20000017,Dunsilly_E2,Altnagelvin,9.52,674
N20001830,Ballyarnett_K1,Altnagelvin,6.81,548
N20001831,Ballyarnett_F4,Altnagelvin,7.72,532
N20001832,Ballyarnett_G2,Altnagelvin,8.74,440
N20001833,Ballyarnett_J2,Altnagelvin,8.09,406
N20001834,Ballyarnett_H3,Altnagelvin,6.51,554
N20001835,Ballyarnett_G3,Altnagelvin,8.81,424
N20001836,Ballyarnett_K2,Altnagelvin,7.27,715
N20001837,Ballyarnett_G4,Altnagelvin,8.03,576
N20001838,Ballyarnett_K3,Altnagelvin,7.09,510
N20001839,Ballyarnett_J3,Altnagelvin,7.47,387
N20001840,Ballyarnett_H4,Altnagelvin,6.23,448
N20001841,Ballyarnett_G5,Altnagelvin,8.54,443
N20001842,Ballyarnett_G6,Altnagelvin,8.81,452
N20001843,Ballyarnett_L1,Altnagelvin,6.94,580
N20001844,Ballyarnett_K4,Altnagelvin,6.44,673
N20001845,Ballyarnett_L2,Altnagelvin,8.29,665
N20001846,Ballyarnett_J4,Altnagelvin,6.82,321
N20001847,Ballyarnett_L3,Altnagelvin,6.61,622
N20001848,Ballyarnett_L4,Altnagelvin,6.35,609
N20001849,Ballyarnett_J5,Altnagelvin,6.12,362
N20001850,Waterside_A1,Altnagelvin,4.16,611
N20001851,Waterside_A2,Altnagelvin,3.65,498
N20001852,Waterside_B1,Altnagelvin,3.87,531
N20001853,Waterside_B2,Altnagelvin,2.95,526
N20001854,Waterside_A3,Altnagelvin,2.37,502
N20001855,Waterside_A4,Altnagelvin,3.02,436
N20001856,Waterside_B3,Altnagelvin,3.78,511
N20001857,Waterside_B4,Altnagelvin,3.72,426
N20001858,Waterside_C1,Altnagelvin,2.65,505
N20001859,Waterside_C2,Altnagelvin,2.48,575
N20001860,Waterside_A5,Altnagelvin,2.54,382
N20001861,Waterside_C3,Altnagelvin,2.33,370
N20001862,Waterside_D1,Altnagelvin,1.70,389
N20001863,Waterside_D2,Altnagelvin,2.35,455
N20001864,Waterside_D3,Altnagelvin,1.55,324
